id;nama;deskripsi;jumlah;rarity;tahun_ditemukan
G443;Divine Sapphire Hairpin of Wind;A/an Divine Hairpin that is made of Sapphire. It radiates Divine energy and when used will imbue its actions with the attribute of Wind. Very rare!;1;S;1232
G444;Divine Steel Hairpin;A/an Divine Hairpin that is made of Steel. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;156
G445;Magical Silver Amulet;A/an Magical Amulet that is made of Silver. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;1351
G446;Evil Steel Shield;A/an Evil Shield that is made of Steel. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;223
G447;Grand Topaz Armor;A/an Grand Armor that is made of Topaz. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;1226
G448;Jade Greataxe;A/an Greataxe that is made of Jade. Other than that it appears to have no special effects.;128;B;1267
G449;Jade Whip;A/an Whip that is made of Jade. Other than that it appears to have no special effects.;180;B;680
G450;Dwarven Sapphire Greataxe of Fire;A/an Dwarven Greataxe that is made of Sapphire. It radiates Dwarven energy and when used will imbue its actions with the attribute of Fire. Very rare!;1;S;1287
G451;Elven Sapphire Cleats;A/an Elven Cleats that is made of Sapphire. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;674
G452;Poisonous Gold Cleats;A/an Poisonous Cleats that is made of Gold. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;1016
G453;Corrupted Silver Sword;A/an Corrupted Sword that is made of Silver. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;456
G454;Iron Pauldrons;A/an Pauldrons that is made of Iron. Other than that it appears to have no special effects.;89;B;1349
G455;Blessed Copper Shield;A/an Blessed Shield that is made of Copper. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;1130
G456;Blessed Ruby Pauldrons;A/an Blessed Pauldrons that is made of Ruby. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;721
G457;Explosive Copper Hairpin;A/an Explosive Hairpin that is made of Copper. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;245
G458;Chaotic Iron Ring;A/an Chaotic Ring that is made of Iron. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;745
G459;Spiritual Emerald Crossbow;A/an Spiritual Crossbow that is made of Emerald. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;390
G460;Chaotic Gold Armor;A/an Chaotic Armor that is made of Gold. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;1275
G461;Chaotic Copper Key;A/an Chaotic Key that is made of Copper. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;1469
G462;Chaotic Jade Saber;A/an Chaotic Saber that is made of Jade. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;877
G463;Chaotic Silver Ring of Magma;A/an Chaotic Ring that is made of Silver. It radiates Chaotic energy and when used will imbue its actions with the attribute of Magma. Very rare!;8;S;607
G464;Evil Copper Bracelet;A/an Evil Bracelet that is made of Copper. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;352
G465;Evil Iron Crown of Death;A/an Evil Crown that is made of Iron. It radiates Evil energy and when used will imbue its actions with the attribute of Death. Very rare!;4;S;1344
G466;Topaz Hairpin;A/an Hairpin that is made of Topaz. Other than that it appears to have no special effects.;76;B;839
G467;Magical Iron Amulet;A/an Magical Amulet that is made of Iron. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;1027
G468;Gold Pauldrons;A/an Pauldrons that is made of Gold. Other than that it appears to have no special effects.;42;B;399
G469;Explosive Gold Saber of Wood;A/an Explosive Saber that is made of Gold. It radiates Explosive energy and when used will imbue its actions with the attribute of Wood. Very rare!;7;S;832
G470;Spiritual Silver Crossbow;A/an Spiritual Crossbow that is made of Silver. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;1159
G471;Grand Platinum Pauldrons;A/an Grand Pauldrons that is made of Platinum. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;1461
G472;Chaotic Iron Cloak;A/an Chaotic Cloak that is made of Iron. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;276
G473;Divine Gold Sword;A/an Divine Sword that is made of Gold. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;237
G474;Divine Ruby Hairpin;A/an Divine Hairpin that is made of Ruby. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;86
G475;Magical Jade Whip;A/an Magical Whip that is made of Jade. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;683
G476;Divine Platinum Cleats of Wood;A/an Divine Cleats that is made of Platinum. It radiates Divine energy and when used will imbue its actions with the attribute of Wood. Very rare!;2;S;1171
G477;Divine Gold Greataxe of Death;A/an Divine Greataxe that is made of Gold. It radiates Divine energy and when used will imbue its actions with the attribute of Death. Very rare!;7;S;176
G478;Dwarven Topaz Robe of Life;A/an Dwarven Robe that is made of Topaz. It radiates Dwarven energy and when used will imbue its actions with the attribute of Life. Very rare!;7;S;804
G479;Magical Jade Tiara;A/an Magical Tiara that is made of Jade. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;1183
G480;Platinum Hairpin;A/an Hairpin that is made of Platinum. Other than that it appears to have no special effects.;108;B;375
G481;Elven Emerald Grail of Water;A/an Elven Grail that is made of Emerald. It radiates Elven energy and when used will imbue its actions with the attribute of Water. Very rare!;4;S;1183
G482;Blessed Emerald Pauldrons of Magma;A/an Blessed Pauldrons that is made of Emerald. It radiates Blessed energy and when used will imbue its actions with the attribute of Magma. Very rare!;5;S;1479
G483;Poisonous Emerald Sword;A/an Poisonous Sword that is made of Emerald. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;1191
G484;Magical Sapphire Armor;A/an Magical Armor that is made of Sapphire. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;1136
G485;Abyssal Sapphire Robe;A/an Abyssal Robe that is made of Sapphire. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;152
G486;Explosive Emerald Cloak;A/an Explosive Cloak that is made of Emerald. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;564
G487;Platinum Armor;A/an Armor that is made of Platinum. Other than that it appears to have no special effects.;158;B;991
G488;Blessed Platinum Bow of Life;A/an Blessed Bow that is made of Platinum. It radiates Blessed energy and when used will imbue its actions with the attribute of Life. Very rare!;1;S;622
G489;Evil Silver Robe of Time;A/an Evil Robe that is made of Silver. It radiates Evil energy and when used will imbue its actions with the attribute of Time. Very rare!;5;S;614
G490;Platinum Bow;A/an Bow that is made of Platinum. Other than that it appears to have no special effects.;196;B;1141
G491;Abyssal Sapphire Hairpin;A/an Abyssal Hairpin that is made of Sapphire. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;500
G492;Evil Copper Amulet of Earth;A/an Evil Amulet that is made of Copper. It radiates Evil energy and when used will imbue its actions with the attribute of Earth. Very rare!;2;S;1149
G493;Corrupted Jade Robe;A/an Corrupted Robe that is made of Jade. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;158
G494;Blessed Copper Circlet;A/an Blessed Circlet that is made of Copper. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;1299
G495;Corrupted Topaz Tiara;A/an Corrupted Tiara that is made of Topaz. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;986
G496;Silver Bow;A/an Bow that is made of Silver. Other than that it appears to have no special effects.;102;B;285
G497;Explosive Silver Key;A/an Explosive Key that is made of Silver. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;336
G498;Chaotic Jade Armor;A/an Chaotic Armor that is made of Jade. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;1471
G499;Copper Bracelet;A/an Bracelet that is made of Copper. Other than that it appears to have no special effects.;189;B;54
G500;Magical Silver Robe of Venom;A/an Magical Robe that is made of Silver. It radiates Magical energy and when used will imbue its actions with the attribute of Venom. Very rare!;8;S;1048
G501;Magical Topaz Necklace;A/an Magical Necklace that is made of Topaz. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;908
G502;Gold Amulet;A/an Amulet that is made of Gold. Other than that it appears to have no special effects.;20;B;620
G503;Magical Sapphire Cleats;A/an Magical Cleats that is made of Sapphire. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;253
G504;Gold Saber;A/an Saber that is made of Gold. Other than that it appears to have no special effects.;118;B;503
G505;Corrupted Iron Bow of Earth;A/an Corrupted Bow that is made of Iron. It radiates Corrupted energy and when used will imbue its actions with the attribute of Earth. Very rare!;6;S;676
G506;Jade Pauldrons;A/an Pauldrons that is made of Jade. Other than that it appears to have no special effects.;138;B;566
G507;Topaz Sword;A/an Sword that is made of Topaz. Other than that it appears to have no special effects.;190;B;165
G508;Magical Silver Whip;A/an Magical Whip that is made of Silver. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;157
G509;Iron Bracelet;A/an Bracelet that is made of Iron. Other than that it appears to have no special effects.;176;B;523
G510;Gold Necklace;A/an Necklace that is made of Gold. Other than that it appears to have no special effects.;33;B;1143
G511;Spiritual Silver Hairpin of Wind;A/an Spiritual Hairpin that is made of Silver. It radiates Spiritual energy and when used will imbue its actions with the attribute of Wind. Very rare!;3;S;418
G512;Grand Topaz Cloak of Magma;A/an Grand Cloak that is made of Topaz. It radiates Grand energy and when used will imbue its actions with the attribute of Magma. Very rare!;4;S;1233
G513;Dwarven Silver Bow;A/an Dwarven Bow that is made of Silver. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;204
G514;Blessed Copper Crown;A/an Blessed Crown that is made of Copper. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;30;A;1041
G515;Elven Platinum Tiara;A/an Elven Tiara that is made of Platinum. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;1399
G516;Corrupted Gold Greataxe;A/an Corrupted Greataxe that is made of Gold. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;1066
G517;Divine Copper Crossbow of Lightning;A/an Divine Crossbow that is made of Copper. It radiates Divine energy and when used will imbue its actions with the attribute of Lightning. Very rare!;1;S;910
G518;Dwarven Steel Shield;A/an Dwarven Shield that is made of Steel. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;1085
G519;Gold Robe;A/an Robe that is made of Gold. Other than that it appears to have no special effects.;43;B;811
G520;Topaz Tiara;A/an Tiara that is made of Topaz. Other than that it appears to have no special effects.;168;B;784
G521;Chaotic Emerald Shield;A/an Chaotic Shield that is made of Emerald. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;433
G522;Chaotic Steel Crossbow;A/an Chaotic Crossbow that is made of Steel. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;160
G523;Corrupted Steel Tiara;A/an Corrupted Tiara that is made of Steel. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;1333
G524;Steel Greataxe;A/an Greataxe that is made of Steel. Other than that it appears to have no special effects.;70;B;631
G525;Evil Topaz Necklace;A/an Evil Necklace that is made of Topaz. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;83
G526;Iron Bow;A/an Bow that is made of Iron. Other than that it appears to have no special effects.;131;B;1250
G527;Grand Steel Cleats;A/an Grand Cleats that is made of Steel. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;513
G528;Iron Robe;A/an Robe that is made of Iron. Other than that it appears to have no special effects.;182;B;1193
G529;Chaotic Topaz Key;A/an Chaotic Key that is made of Topaz. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;451
G530;Poisonous Steel Shield;A/an Poisonous Shield that is made of Steel. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;466
G531;Copper Armor;A/an Armor that is made of Copper. Other than that it appears to have no special effects.;13;B;1105
G532;Chaotic Platinum Crown;A/an Chaotic Crown that is made of Platinum. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;964
G533;Elven Jade Armor of Space;A/an Elven Armor that is made of Jade. It radiates Elven energy and when used will imbue its actions with the attribute of Space. Very rare!;5;S;243
G534;Abyssal Sapphire Whip;A/an Abyssal Whip that is made of Sapphire. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;335
G535;Explosive Gold Necklace of Lightning;A/an Explosive Necklace that is made of Gold. It radiates Explosive energy and when used will imbue its actions with the attribute of Lightning. Very rare!;9;S;1070
G536;Abyssal Ruby Bracelet;A/an Abyssal Bracelet that is made of Ruby. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;822
G537;Platinum Tome;A/an Tome that is made of Platinum. Other than that it appears to have no special effects.;151;B;1263
G538;Magical Steel Grail of Ice;A/an Magical Grail that is made of Steel. It radiates Magical energy and when used will imbue its actions with the attribute of Ice. Very rare!;9;S;562
G539;Chaotic Steel Bow of Earth;A/an Chaotic Bow that is made of Steel. It radiates Chaotic energy and when used will imbue its actions with the attribute of Earth. Very rare!;4;S;905
G540;Blessed Gold Saber;A/an Blessed Saber that is made of Gold. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;29;A;206
G541;Magical Silver Whip of Lightning;A/an Magical Whip that is made of Silver. It radiates Magical energy and when used will imbue its actions with the attribute of Lightning. Very rare!;8;S;509
G542;Elven Ruby Crossbow of Time;A/an Elven Crossbow that is made of Ruby. It radiates Elven energy and when used will imbue its actions with the attribute of Time. Very rare!;4;S;1251
G543;Evil Sapphire Hairpin;A/an Evil Hairpin that is made of Sapphire. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;794
G544;Elven Steel Cloak;A/an Elven Cloak that is made of Steel. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;67
G545;Sapphire Tome;A/an Tome that is made of Sapphire. Other than that it appears to have no special effects.;44;B;22
G546;Topaz Robe;A/an Robe that is made of Topaz. Other than that it appears to have no special effects.;199;B;723
G547;Steel Key;A/an Key that is made of Steel. Other than that it appears to have no special effects.;58;B;1130
G548;Elven Jade Cleats;A/an Elven Cleats that is made of Jade. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;1289
G549;Evil Copper Armor of Wood;A/an Evil Armor that is made of Copper. It radiates Evil energy and when used will imbue its actions with the attribute of Wood. Very rare!;5;S;271
G550;Poisonous Copper Grail;A/an Poisonous Grail that is made of Copper. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;1411
G551;Steel Bow;A/an Bow that is made of Steel. Other than that it appears to have no special effects.;31;B;249
G552;Evil Topaz Greataxe;A/an Evil Greataxe that is made of Topaz. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;791
G553;Spiritual Ruby Cloak;A/an Spiritual Cloak that is made of Ruby. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;71
G554;Spiritual Ruby Tome;A/an Spiritual Tome that is made of Ruby. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;491
G555;Abyssal Sapphire Necklace of Magma;A/an Abyssal Necklace that is made of Sapphire. It radiates Abyssal energy and when used will imbue its actions with the attribute of Magma. Very rare!;2;S;1497
G556;Poisonous Emerald Whip;A/an Poisonous Whip that is made of Emerald. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;122
G557;Sapphire Ring;A/an Ring that is made of Sapphire. Other than that it appears to have no special effects.;75;B;1336
G558;Silver Whip;A/an Whip that is made of Silver. Other than that it appears to have no special effects.;125;B;356
G559;Evil Iron Necklace;A/an Evil Necklace that is made of Iron. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;976
G560;Poisonous Topaz Armor;A/an Poisonous Armor that is made of Topaz. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;1477
G561;Poisonous Copper Key;A/an Poisonous Key that is made of Copper. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;1256
G562;Evil Steel Hairpin;A/an Evil Hairpin that is made of Steel. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;1040
G563;Magical Topaz Key of Time;A/an Magical Key that is made of Topaz. It radiates Magical energy and when used will imbue its actions with the attribute of Time. Very rare!;6;S;294
G564;Explosive Silver Saber;A/an Explosive Saber that is made of Silver. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;103
G565;Copper Shield;A/an Shield that is made of Copper. Other than that it appears to have no special effects.;79;B;246
G566;Divine Platinum Amulet of Fire;A/an Divine Amulet that is made of Platinum. It radiates Divine energy and when used will imbue its actions with the attribute of Fire. Very rare!;1;S;646
G567;Magical Silver Whip of Space;A/an Magical Whip that is made of Silver. It radiates Magical energy and when used will imbue its actions with the attribute of Space. Very rare!;8;S;671
G568;Gold Cloak;A/an Cloak that is made of Gold. Other than that it appears to have no special effects.;185;B;448
G569;Emerald Greataxe;A/an Greataxe that is made of Emerald. Other than that it appears to have no special effects.;19;B;102
G570;Explosive Jade Armor;A/an Explosive Armor that is made of Jade. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;402
G571;Corrupted Copper Tiara;A/an Corrupted Tiara that is made of Copper. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;1204
G572;Blessed Jade Cloak of Wind;A/an Blessed Cloak that is made of Jade. It radiates Blessed energy and when used will imbue its actions with the attribute of Wind. Very rare!;9;S;1463
G573;Blessed Platinum Sword;A/an Blessed Sword that is made of Platinum. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;849
G574;Blessed Emerald Necklace;A/an Blessed Necklace that is made of Emerald. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;293
G575;Magical Jade Crown;A/an Magical Crown that is made of Jade. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;608
G576;Platinum Robe;A/an Robe that is made of Platinum. Other than that it appears to have no special effects.;161;B;183
G577;Explosive Platinum Bracelet;A/an Explosive Bracelet that is made of Platinum. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;1351
G578;Elven Copper Shield of Ice;A/an Elven Shield that is made of Copper. It radiates Elven energy and when used will imbue its actions with the attribute of Ice. Very rare!;9;S;142
G579;Magical Copper Grail of Venom;A/an Magical Grail that is made of Copper. It radiates Magical energy and when used will imbue its actions with the attribute of Venom. Very rare!;3;S;1409
G580;Poisonous Silver Key;A/an Poisonous Key that is made of Silver. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;693
G581;Spiritual Jade Whip of Lightning;A/an Spiritual Whip that is made of Jade. It radiates Spiritual energy and when used will imbue its actions with the attribute of Lightning. Very rare!;8;S;1010
G582;Corrupted Steel Cleats of Lightning;A/an Corrupted Cleats that is made of Steel. It radiates Corrupted energy and when used will imbue its actions with the attribute of Lightning. Very rare!;9;S;819
G583;Poisonous Gold Greataxe;A/an Poisonous Greataxe that is made of Gold. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;1226
G584;Poisonous Iron Grail;A/an Poisonous Grail that is made of Iron. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;670
G585;Explosive Iron Crown of Water;A/an Explosive Crown that is made of Iron. It radiates Explosive energy and when used will imbue its actions with the attribute of Water. Very rare!;2;S;920
G586;Silver Cleats;A/an Cleats that is made of Silver. Other than that it appears to have no special effects.;48;B;1430
G587;Magical Steel Whip;A/an Magical Whip that is made of Steel. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;21;A;616
G588;Divine Silver Shield;A/an Divine Shield that is made of Silver. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;1403
G589;Chaotic Topaz Grail;A/an Chaotic Grail that is made of Topaz. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;892
G590;Corrupted Platinum Hairpin;A/an Corrupted Hairpin that is made of Platinum. It has Corrupted origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;857
G591;Evil Silver Circlet;A/an Evil Circlet that is made of Silver. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;5;A;1411
G592;Abyssal Sapphire Amulet;A/an Abyssal Amulet that is made of Sapphire. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;25;A;879
G593;Elven Ruby Key;A/an Elven Key that is made of Ruby. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;64
G594;Dwarven Copper Crossbow;A/an Dwarven Crossbow that is made of Copper. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;14;A;1009
G595;Steel Crossbow;A/an Crossbow that is made of Steel. Other than that it appears to have no special effects.;91;B;134
G596;Blessed Silver Grail;A/an Blessed Grail that is made of Silver. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;717
G597;Explosive Copper Pauldrons;A/an Explosive Pauldrons that is made of Copper. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;19;A;1231
G598;Magical Steel Key of Magma;A/an Magical Key that is made of Steel. It radiates Magical energy and when used will imbue its actions with the attribute of Magma. Very rare!;3;S;816
G599;Grand Ruby Tome;A/an Grand Tome that is made of Ruby. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;1495
G600;Abyssal Jade Crown of Venom;A/an Abyssal Crown that is made of Jade. It radiates Abyssal energy and when used will imbue its actions with the attribute of Venom. Very rare!;6;S;248
G601;Dwarven Platinum Whip;A/an Dwarven Whip that is made of Platinum. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;613
G602;Dwarven Gold Circlet of Wood;A/an Dwarven Circlet that is made of Gold. It radiates Dwarven energy and when used will imbue its actions with the attribute of Wood. Very rare!;5;S;1424
G603;Grand Platinum Amulet;A/an Grand Amulet that is made of Platinum. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;8;A;795
G604;Dwarven Silver Cleats;A/an Dwarven Cleats that is made of Silver. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;18;A;1261
G605;Chaotic Platinum Amulet;A/an Chaotic Amulet that is made of Platinum. It has Chaotic origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;10;A;856
G606;Elven Iron Robe;A/an Elven Robe that is made of Iron. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;1342
G607;Divine Gold Cleats;A/an Divine Cleats that is made of Gold. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;591
G608;Spiritual Steel Cleats;A/an Spiritual Cleats that is made of Steel. It has Spiritual origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;17;A;438
G609;Corrupted Silver Cloak of Light;A/an Corrupted Cloak that is made of Silver. It radiates Corrupted energy and when used will imbue its actions with the attribute of Light. Very rare!;2;S;278
G610;Abyssal Sapphire Ring;A/an Abyssal Ring that is made of Sapphire. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;217
G611;Iron Saber;A/an Saber that is made of Iron. Other than that it appears to have no special effects.;75;B;883
G612;Poisonous Iron Sword;A/an Poisonous Sword that is made of Iron. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;26;A;807
G613;Magical Gold Tome;A/an Magical Tome that is made of Gold. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;6;A;260
G614;Evil Gold Crossbow;A/an Evil Crossbow that is made of Gold. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;99
G615;Copper Cloak;A/an Cloak that is made of Copper. Other than that it appears to have no special effects.;171;B;1390
G616;Explosive Steel Necklace of Space;A/an Explosive Necklace that is made of Steel. It radiates Explosive energy and when used will imbue its actions with the attribute of Space. Very rare!;2;S;1042
G617;Steel Tiara;A/an Tiara that is made of Steel. Other than that it appears to have no special effects.;190;B;1145
G618;Magical Gold Saber;A/an Magical Saber that is made of Gold. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;1153
G619;Evil Copper Saber;A/an Evil Saber that is made of Copper. It has Evil origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;532
G620;Grand Ruby Sword;A/an Grand Sword that is made of Ruby. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;23;A;69
G621;Poisonous Gold Circlet;A/an Poisonous Circlet that is made of Gold. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;15;A;468
G622;Divine Steel Tiara;A/an Divine Tiara that is made of Steel. It has Divine origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;12;A;507
G623;Chaotic Platinum Ring of Wind;A/an Chaotic Ring that is made of Platinum. It radiates Chaotic energy and when used will imbue its actions with the attribute of Wind. Very rare!;3;S;615
G624;Dwarven Platinum Circlet;A/an Dwarven Circlet that is made of Platinum. It has Dwarven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;27;A;606
G625;Poisonous Topaz Tome;A/an Poisonous Tome that is made of Topaz. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;262
G626;Explosive Emerald Amulet;A/an Explosive Amulet that is made of Emerald. It has Explosive origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;13;A;1101
G627;Corrupted Iron Bracelet of Lightning;A/an Corrupted Bracelet that is made of Iron. It radiates Corrupted energy and when used will imbue its actions with the attribute of Lightning. Very rare!;2;S;1387
G628;Grand Silver Tiara;A/an Grand Tiara that is made of Silver. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;24;A;325
G629;Blessed Sapphire Saber;A/an Blessed Saber that is made of Sapphire. It has Blessed origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;16;A;539
G630;Sapphire Saber;A/an Saber that is made of Sapphire. Other than that it appears to have no special effects.;156;B;1343
G631;Magical Gold Amulet;A/an Magical Amulet that is made of Gold. It has Magical origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;11;A;51
G632;Iron Shield;A/an Shield that is made of Iron. Other than that it appears to have no special effects.;125;B;50
G633;Poisonous Gold Cloak;A/an Poisonous Cloak that is made of Gold. It has Poisonous origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;28;A;947
G634;Grand Platinum Bow;A/an Grand Bow that is made of Platinum. It has Grand origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;7;A;683
G635;Elven Ruby Crown;A/an Elven Crown that is made of Ruby. It has Elven origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;9;A;360
G636;Ruby Hairpin;A/an Hairpin that is made of Ruby. Other than that it appears to have no special effects.;16;B;1150
G637;Abyssal Topaz Crossbow;A/an Abyssal Crossbow that is made of Topaz. It has Abyssal origins and though no one knows what its special effects are. Maybe its creator made it on a whim.;22;A;1434
G638;Emerald Saber;A/an Saber that is made of Emerald. Other than that it appears to have no special effects.;93;B;807
