id;nama;deskripsi;jumlah;rarity
C466;Spiritual Gold Panties of Incitement;Spiritual Panties that are seemingly made of Gold. They radiate Spiritual energy and when used/consumed will have the effect of Incitement. Very rare!;1;S
C467;Dwarven Emerald Milk Cartons;Dwarven Milk Cartons that are seemingly made of Emerald. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;9;A
C468;Poisonous Iron Pearls;Poisonous Pearls that are seemingly made of Iron. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;5;A
C469;Elven Ruby Energy Drinks;Elven Energy Drinks that are seemingly made of Ruby. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;12;A
C470;Evil Sapphire Panties;Evil Panties that are seemingly made of Sapphire. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;28;A
C471;Spiritual Copper Peaches;Spiritual Peaches that are seemingly made of Copper. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;22;A
C472;Spiritual Emerald Sigils;Spiritual Sigils that are seemingly made of Emerald. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;23;A
C473;Grand Gold Pills;Grand Pills that are seemingly made of Gold. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;27;A
C474;Jade Peaches;Peaches that seem to be made of Jade. Other than that they appear to have no special effects.;161;B
C475;Blessed Emerald Arrows;Blessed Arrows that are seemingly made of Emerald. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;28;A
C476;Corrupted Sapphire Apples;Corrupted Apples that are seemingly made of Sapphire. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;22;A
C477;Blessed Silver Arrows;Blessed Arrows that are seemingly made of Silver. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;18;A
C478;Spiritual Emerald Salmon of Telekinesis;Spiritual Salmon that are seemingly made of Emerald. They radiate Spiritual energy and when used/consumed will have the effect of Telekinesis. Very rare!;4;S
C479;Poisonous Platinum Candies;Poisonous Candies that are seemingly made of Platinum. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;10;A
C480;Grand Steel Cupcakes;Grand Cupcakes that are seemingly made of Steel. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;29;A
C481;Grand Topaz Pears;Grand Pears that are seemingly made of Topaz. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;19;A
C482;Dwarven Emerald Arrows;Dwarven Arrows that are seemingly made of Emerald. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;15;A
C483;Evil Jade Arrows;Evil Arrows that are seemingly made of Jade. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;23;A
C484;Ruby Milk Cartons;Milk Cartons that seem to be made of Ruby. Other than that they appear to have no special effects.;47;B
C485;Dwarven Ruby Salmon;Dwarven Salmon that are seemingly made of Ruby. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;9;A
C486;Grand Steel Peaches;Grand Peaches that are seemingly made of Steel. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;6;A
C487;Grand Sapphire Cupcakes of Telekinesis;Grand Cupcakes that are seemingly made of Sapphire. They radiate Grand energy and when used/consumed will have the effect of Telekinesis. Very rare!;5;S
C488;Chaotic Sapphire Apples;Chaotic Apples that are seemingly made of Sapphire. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;22;A
C489;Grand Topaz Potions of Fulfilling;Grand Potions that are seemingly made of Topaz. They radiate Grand energy and when used/consumed will have the effect of Fulfilling. Very rare!;1;S
C490;Divine Silver Sigils;Divine Sigils that are seemingly made of Silver. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;15;A
C491;Emerald Apples;Apples that seem to be made of Emerald. Other than that they appear to have no special effects.;172;B
C492;Jade Beads;Beads that seem to be made of Jade. Other than that they appear to have no special effects.;75;B
C493;Explosive Jade Pears of Rejuvenation;Explosive Pears that are seemingly made of Jade. They radiate Explosive energy and when used/consumed will have the effect of Rejuvenation. Very rare!;7;S
C494;Chaotic Emerald Pears;Chaotic Pears that are seemingly made of Emerald. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;11;A
C495;Ruby Beads;Beads that seem to be made of Ruby. Other than that they appear to have no special effects.;91;B
C496;Elven Copper Bread Cloves;Elven Bread Cloves that are seemingly made of Copper. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;27;A
C497;Poisonous Gold Pills of Invigoration;Poisonous Pills that are seemingly made of Gold. They radiate Poisonous energy and when used/consumed will have the effect of Invigoration. Very rare!;1;S
C498;Dwarven Copper Arrows of Telekinesis;Dwarven Arrows that are seemingly made of Copper. They radiate Dwarven energy and when used/consumed will have the effect of Telekinesis. Very rare!;1;S
C499;Grand Copper Apples;Grand Apples that are seemingly made of Copper. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;13;A
C500;Chaotic Silver Beads;Chaotic Beads that are seemingly made of Silver. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;10;A
C501;Dwarven Sapphire Carps;Dwarven Carps that are seemingly made of Sapphire. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;9;A
C502;Explosive Steel Candies of Tempering;Explosive Candies that are seemingly made of Steel. They radiate Explosive energy and when used/consumed will have the effect of Tempering. Very rare!;9;S
C503;Blessed Steel Panties;Blessed Panties that are seemingly made of Steel. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;5;A
C504;Grand Copper Beads;Grand Beads that are seemingly made of Copper. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;10;A
C505;Explosive Gold Bread Cloves of Incitement;Explosive Bread Cloves that are seemingly made of Gold. They radiate Explosive energy and when used/consumed will have the effect of Incitement. Very rare!;9;S
C506;Copper Salmon;Salmon that seem to be made of Copper. Other than that they appear to have no special effects.;118;B
C507;Divine Jade Smoothies of Warding;Divine Smoothies that are seemingly made of Jade. They radiate Divine energy and when used/consumed will have the effect of Warding. Very rare!;5;S
C508;Poisonous Sapphire Arrows;Poisonous Arrows that are seemingly made of Sapphire. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;15;A
C509;Platinum Sigils;Sigils that seem to be made of Platinum. Other than that they appear to have no special effects.;74;B
C510;Blessed Gold Candies of Immortality;Blessed Candies that are seemingly made of Gold. They radiate Blessed energy and when used/consumed will have the effect of Immortality. Very rare!;4;S
C511;Blessed Jade Cupcakes of Fulfilling;Blessed Cupcakes that are seemingly made of Jade. They radiate Blessed energy and when used/consumed will have the effect of Fulfilling. Very rare!;9;S
C512;Chaotic Ruby Apples;Chaotic Apples that are seemingly made of Ruby. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;14;A
C513;Poisonous Emerald Potions;Poisonous Potions that are seemingly made of Emerald. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;22;A
C514;Explosive Steel Pears;Explosive Pears that are seemingly made of Steel. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;19;A
C515;Magical Iron Liquids;Magical Liquids that are seemingly made of Iron. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;24;A
C516;Blessed Sapphire Mushrooms;Blessed Mushrooms that are seemingly made of Sapphire. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;11;A
C517;Magical Emerald Juices;Magical Juices that are seemingly made of Emerald. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;15;A
C518;Topaz Salmon;Salmon that seem to be made of Topaz. Other than that they appear to have no special effects.;81;B
C519;Blessed Emerald Peaches;Blessed Peaches that are seemingly made of Emerald. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;22;A
C520;Explosive Steel Arrows;Explosive Arrows that are seemingly made of Steel. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;16;A
C521;Magical Emerald Salmon;Magical Salmon that are seemingly made of Emerald. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;29;A
C522;Magical Topaz Panties;Magical Panties that are seemingly made of Topaz. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;13;A
C523;Evil Silver Salmon;Evil Salmon that are seemingly made of Silver. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;24;A
C524;Explosive Jade Sigils;Explosive Sigils that are seemingly made of Jade. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;9;A
C525;Spiritual Ruby Milk Cartons of Warding;Spiritual Milk Cartons that are seemingly made of Ruby. They radiate Spiritual energy and when used/consumed will have the effect of Warding. Very rare!;2;S
C526;Elven Emerald Cupcakes;Elven Cupcakes that are seemingly made of Emerald. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;21;A
C527;Corrupted Copper Candies;Corrupted Candies that are seemingly made of Copper. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;17;A
C528;Blessed Platinum Bread Cloves of Death;Blessed Bread Cloves that are seemingly made of Platinum. They radiate Blessed energy and when used/consumed will have the effect of Death. Very rare!;3;S
C529;Sapphire Arrows;Arrows that seem to be made of Sapphire. Other than that they appear to have no special effects.;137;B
C530;Evil Iron Pears of Telekinesis;Evil Pears that are seemingly made of Iron. They radiate Evil energy and when used/consumed will have the effect of Telekinesis. Very rare!;9;S
C531;Evil Emerald Pills;Evil Pills that are seemingly made of Emerald. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;13;A
C532;Chaotic Ruby Candies of Restoration;Chaotic Candies that are seemingly made of Ruby. They radiate Chaotic energy and when used/consumed will have the effect of Restoration. Very rare!;6;S
C533;Explosive Gold Salmon;Explosive Salmon that are seemingly made of Gold. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;13;A
C534;Gold Energy Drinks;Energy Drinks that seem to be made of Gold. Other than that they appear to have no special effects.;96;B
C535;Silver Sigils;Sigils that seem to be made of Silver. Other than that they appear to have no special effects.;52;B
C536;Chaotic Gold Pills;Chaotic Pills that are seemingly made of Gold. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;18;A
C537;Gold Mushrooms;Mushrooms that seem to be made of Gold. Other than that they appear to have no special effects.;16;B
C538;Sapphire Mushrooms;Mushrooms that seem to be made of Sapphire. Other than that they appear to have no special effects.;88;B
C539;Corrupted Copper Pears;Corrupted Pears that are seemingly made of Copper. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;27;A
C540;Jade Pearls;Pearls that seem to be made of Jade. Other than that they appear to have no special effects.;18;B
C541;Magical Topaz Potions;Magical Potions that are seemingly made of Topaz. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;24;A
C542;Elven Sapphire Peaches;Elven Peaches that are seemingly made of Sapphire. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;29;A
C543;Corrupted Silver Carps of Rejuvenation;Corrupted Carps that are seemingly made of Silver. They radiate Corrupted energy and when used/consumed will have the effect of Rejuvenation. Very rare!;9;S
C544;Explosive Ruby Apples;Explosive Apples that are seemingly made of Ruby. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;22;A
C545;Magical Ruby Carps;Magical Carps that are seemingly made of Ruby. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;16;A
C546;Dwarven Steel Essences of Healing;Dwarven Essences that are seemingly made of Steel. They radiate Dwarven energy and when used/consumed will have the effect of Healing. Very rare!;8;S
C547;Spiritual Topaz Smoothies;Spiritual Smoothies that are seemingly made of Topaz. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;17;A
C548;Magical Iron Arrows;Magical Arrows that are seemingly made of Iron. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;9;A
C549;Magical Steel Peaches;Magical Peaches that are seemingly made of Steel. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;9;A
C550;Explosive Silver Carps of Fulfilling;Explosive Carps that are seemingly made of Silver. They radiate Explosive energy and when used/consumed will have the effect of Fulfilling. Very rare!;4;S
C551;Topaz Liquids;Liquids that seem to be made of Topaz. Other than that they appear to have no special effects.;111;B
C552;Grand Topaz Carps;Grand Carps that are seemingly made of Topaz. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;26;A
C553;Blessed Iron Pills;Blessed Pills that are seemingly made of Iron. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;7;A
C554;Spiritual Ruby Candies of Immortality;Spiritual Candies that are seemingly made of Ruby. They radiate Spiritual energy and when used/consumed will have the effect of Immortality. Very rare!;6;S
C555;Corrupted Iron Juices;Corrupted Juices that are seemingly made of Iron. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;8;A
C556;Elven Topaz Cupcakes;Elven Cupcakes that are seemingly made of Topaz. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;6;A
C557;Abyssal Topaz Peaches;Abyssal Peaches that are seemingly made of Topaz. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;14;A
C558;Blessed Steel Potions;Blessed Potions that are seemingly made of Steel. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;21;A
C559;Corrupted Platinum Potions;Corrupted Potions that are seemingly made of Platinum. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;24;A
C560;Platinum Cupcakes;Cupcakes that seem to be made of Platinum. Other than that they appear to have no special effects.;26;B
C561;Dwarven Steel Salmon;Dwarven Salmon that are seemingly made of Steel. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;6;A
C562;Grand Gold Milk Cartons;Grand Milk Cartons that are seemingly made of Gold. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;9;A
C563;Evil Sapphire Salmon;Evil Salmon that are seemingly made of Sapphire. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;29;A
C564;Divine Jade Essences;Divine Essences that are seemingly made of Jade. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;30;A
C565;Spiritual Gold Potions of Telekinesis;Spiritual Potions that are seemingly made of Gold. They radiate Spiritual energy and when used/consumed will have the effect of Telekinesis. Very rare!;3;S
C566;Corrupted Jade Pears;Corrupted Pears that are seemingly made of Jade. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;19;A
C567;Blessed Ruby Milk Cartons;Blessed Milk Cartons that are seemingly made of Ruby. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;29;A
C568;Corrupted Emerald Cupcakes;Corrupted Cupcakes that are seemingly made of Emerald. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;29;A
C569;Chaotic Iron Sigils;Chaotic Sigils that are seemingly made of Iron. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;20;A
C570;Sapphire Potions;Potions that seem to be made of Sapphire. Other than that they appear to have no special effects.;192;B
C571;Poisonous Emerald Pearls;Poisonous Pearls that are seemingly made of Emerald. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;30;A
C572;Iron Smoothies;Smoothies that seem to be made of Iron. Other than that they appear to have no special effects.;102;B
C573;Poisonous Sapphire Potions;Poisonous Potions that are seemingly made of Sapphire. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;19;A
C574;Elven Platinum Pearls;Elven Pearls that are seemingly made of Platinum. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;30;A
C575;Blessed Ruby Pears;Blessed Pears that are seemingly made of Ruby. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;10;A
C576;Chaotic Ruby Smoothies;Chaotic Smoothies that are seemingly made of Ruby. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;27;A
C577;Elven Iron Energy Drinks;Elven Energy Drinks that are seemingly made of Iron. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;17;A
C578;Explosive Platinum Pears;Explosive Pears that are seemingly made of Platinum. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;11;A
C579;Spiritual Sapphire Pears;Spiritual Pears that are seemingly made of Sapphire. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;29;A
C580;Corrupted Platinum Juices of Incitement;Corrupted Juices that are seemingly made of Platinum. They radiate Corrupted energy and when used/consumed will have the effect of Incitement. Very rare!;4;S
C581;Grand Steel Pears of Incitement;Grand Pears that are seemingly made of Steel. They radiate Grand energy and when used/consumed will have the effect of Incitement. Very rare!;2;S
C582;Sapphire Pearls;Pearls that seem to be made of Sapphire. Other than that they appear to have no special effects.;16;B
C583;Magical Sapphire Liquids;Magical Liquids that are seemingly made of Sapphire. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;7;A
C584;Evil Jade Smoothies;Evil Smoothies that are seemingly made of Jade. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;13;A
C585;Poisonous Steel Panties;Poisonous Panties that are seemingly made of Steel. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;6;A
C586;Magical Topaz Smoothies of Incitement;Magical Smoothies that are seemingly made of Topaz. They radiate Magical energy and when used/consumed will have the effect of Incitement. Very rare!;5;S
C587;Spiritual Gold Bread Cloves;Spiritual Bread Cloves that are seemingly made of Gold. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;9;A
C588;Silver Peaches;Peaches that seem to be made of Silver. Other than that they appear to have no special effects.;60;B
C589;Explosive Iron Cupcakes;Explosive Cupcakes that are seemingly made of Iron. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;22;A
C590;Explosive Silver Sigils;Explosive Sigils that are seemingly made of Silver. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;24;A
C591;Gold Potions;Potions that seem to be made of Gold. Other than that they appear to have no special effects.;180;B
C592;Blessed Ruby Carps of Telekinesis;Blessed Carps that are seemingly made of Ruby. They radiate Blessed energy and when used/consumed will have the effect of Telekinesis. Very rare!;2;S
C593;Chaotic Silver Salmon of Focus;Chaotic Salmon that are seemingly made of Silver. They radiate Chaotic energy and when used/consumed will have the effect of Focus. Very rare!;2;S
C594;Explosive Jade Potions;Explosive Potions that are seemingly made of Jade. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;9;A
C595;Spiritual Ruby Salmon;Spiritual Salmon that are seemingly made of Ruby. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;6;A
C596;Divine Iron Energy Drinks;Divine Energy Drinks that are seemingly made of Iron. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;22;A
C597;Sapphire Beads;Beads that seem to be made of Sapphire. Other than that they appear to have no special effects.;45;B
C598;Divine Platinum Sigils;Divine Sigils that are seemingly made of Platinum. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;13;A
C599;Explosive Steel Salmon;Explosive Salmon that are seemingly made of Steel. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;25;A
C600;Elven Platinum Potions of Telekinesis;Elven Potions that are seemingly made of Platinum. They radiate Elven energy and when used/consumed will have the effect of Telekinesis. Very rare!;7;S
C601;Topaz Energy Drinks;Energy Drinks that seem to be made of Topaz. Other than that they appear to have no special effects.;93;B
C602;Evil Emerald Cupcakes;Evil Cupcakes that are seemingly made of Emerald. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;7;A
C603;Poisonous Topaz Salmon;Poisonous Salmon that are seemingly made of Topaz. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;15;A
C604;Elven Steel Pearls;Elven Pearls that are seemingly made of Steel. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;24;A
C605;Explosive Emerald Bread Cloves;Explosive Bread Cloves that are seemingly made of Emerald. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;17;A
C606;Corrupted Platinum Essences;Corrupted Essences that are seemingly made of Platinum. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;7;A
C607;Poisonous Sapphire Bread Cloves;Poisonous Bread Cloves that are seemingly made of Sapphire. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;28;A
C608;Dwarven Silver Energy Drinks;Dwarven Energy Drinks that are seemingly made of Silver. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;8;A
C609;Evil Emerald Bread Cloves;Evil Bread Cloves that are seemingly made of Emerald. They radiate Evil energy and their effects are unknown though one might surmise them from its name.;21;A
C610;Elven Topaz Pearls;Elven Pearls that are seemingly made of Topaz. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;27;A
C611;Elven Copper Pears;Elven Pears that are seemingly made of Copper. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;5;A
C612;Explosive Silver Beads of Telekinesis;Explosive Beads that are seemingly made of Silver. They radiate Explosive energy and when used/consumed will have the effect of Telekinesis. Very rare!;9;S
C613;Poisonous Copper Arrows;Poisonous Arrows that are seemingly made of Copper. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;13;A
C614;Abyssal Ruby Essences;Abyssal Essences that are seemingly made of Ruby. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;9;A
C615;Elven Topaz Pills of Telekinesis;Elven Pills that are seemingly made of Topaz. They radiate Elven energy and when used/consumed will have the effect of Telekinesis. Very rare!;9;S
C616;Corrupted Ruby Beads;Corrupted Beads that are seemingly made of Ruby. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;27;A
C617;Blessed Topaz Sigils;Blessed Sigils that are seemingly made of Topaz. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;15;A
C618;Elven Gold Beads;Elven Beads that are seemingly made of Gold. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;26;A
C619;Evil Ruby Mushrooms of Immortality;Evil Mushrooms that are seemingly made of Ruby. They radiate Evil energy and when used/consumed will have the effect of Immortality. Very rare!;3;S
C620;Blessed Copper Cupcakes;Blessed Cupcakes that are seemingly made of Copper. They radiate Blessed energy and their effects are unknown though one might surmise them from its name.;13;A
C621;Grand Gold Liquids;Grand Liquids that are seemingly made of Gold. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;15;A
C622;Magical Ruby Apples of Invigoration;Magical Apples that are seemingly made of Ruby. They radiate Magical energy and when used/consumed will have the effect of Invigoration. Very rare!;6;S
C623;Silver Cupcakes;Cupcakes that seem to be made of Silver. Other than that they appear to have no special effects.;23;B
C624;Blessed Steel Pears of Rejuvenation;Blessed Pears that are seemingly made of Steel. They radiate Blessed energy and when used/consumed will have the effect of Rejuvenation. Very rare!;3;S
C625;Silver Essences;Essences that seem to be made of Silver. Other than that they appear to have no special effects.;134;B
C626;Corrupted Gold Pills;Corrupted Pills that are seemingly made of Gold. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;14;A
C627;Platinum Apples;Apples that seem to be made of Platinum. Other than that they appear to have no special effects.;128;B
C628;Explosive Gold Peaches of Entrancement;Explosive Peaches that are seemingly made of Gold. They radiate Explosive energy and when used/consumed will have the effect of Entrancement. Very rare!;7;S
C629;Dwarven Sapphire Smoothies;Dwarven Smoothies that are seemingly made of Sapphire. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;12;A
C630;Grand Copper Panties of Healing;Grand Panties that are seemingly made of Copper. They radiate Grand energy and when used/consumed will have the effect of Healing. Very rare!;3;S
C631;Grand Ruby Smoothies;Grand Smoothies that are seemingly made of Ruby. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;15;A
C632;Silver Pears;Pears that seem to be made of Silver. Other than that they appear to have no special effects.;194;B
C633;Elven Platinum Smoothies;Elven Smoothies that are seemingly made of Platinum. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;22;A
C634;Spiritual Platinum Milk Cartons of Focus;Spiritual Milk Cartons that are seemingly made of Platinum. They radiate Spiritual energy and when used/consumed will have the effect of Focus. Very rare!;6;S
C635;Ruby Potions;Potions that seem to be made of Ruby. Other than that they appear to have no special effects.;187;B
C636;Elven Ruby Pills;Elven Pills that are seemingly made of Ruby. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;24;A
C637;Elven Silver Potions;Elven Potions that are seemingly made of Silver. They radiate Elven energy and their effects are unknown though one might surmise them from its name.;9;A
C638;Magical Platinum Panties;Magical Panties that are seemingly made of Platinum. They radiate Magical energy and their effects are unknown though one might surmise them from its name.;27;A
C639;Divine Steel Smoothies;Divine Smoothies that are seemingly made of Steel. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;10;A
C640;Grand Iron Smoothies of Infatuation;Grand Smoothies that are seemingly made of Iron. They radiate Grand energy and when used/consumed will have the effect of Infatuation. Very rare!;9;S
C641;Grand Copper Salmon;Grand Salmon that are seemingly made of Copper. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;22;A
C642;Dwarven Jade Pears;Dwarven Pears that are seemingly made of Jade. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;5;A
C643;Poisonous Topaz Carps;Poisonous Carps that are seemingly made of Topaz. They radiate Poisonous energy and their effects are unknown though one might surmise them from its name.;10;A
C644;Chaotic Sapphire Potions;Chaotic Potions that are seemingly made of Sapphire. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;19;A
C645;Dwarven Emerald Carps;Dwarven Carps that are seemingly made of Emerald. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;5;A
C646;Divine Steel Milk Cartons;Divine Milk Cartons that are seemingly made of Steel. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;7;A
C647;Dwarven Topaz Smoothies;Dwarven Smoothies that are seemingly made of Topaz. They radiate Dwarven energy and their effects are unknown though one might surmise them from its name.;30;A
C648;Grand Sapphire Panties;Grand Panties that are seemingly made of Sapphire. They radiate Grand energy and their effects are unknown though one might surmise them from its name.;19;A
C649;Chaotic Gold Smoothies;Chaotic Smoothies that are seemingly made of Gold. They radiate Chaotic energy and their effects are unknown though one might surmise them from its name.;5;A
C650;Abyssal Iron Peaches;Abyssal Peaches that are seemingly made of Iron. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;25;A
C651;Divine Emerald Smoothies;Divine Smoothies that are seemingly made of Emerald. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;18;A
C652;Spiritual Emerald Cupcakes of Warding;Spiritual Cupcakes that are seemingly made of Emerald. They radiate Spiritual energy and when used/consumed will have the effect of Warding. Very rare!;6;S
C653;Divine Platinum Pills of Fulfilling;Divine Pills that are seemingly made of Platinum. They radiate Divine energy and when used/consumed will have the effect of Fulfilling. Very rare!;2;S
C654;Corrupted Iron Smoothies;Corrupted Smoothies that are seemingly made of Iron. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;7;A
C655;Silver Candies;Candies that seem to be made of Silver. Other than that they appear to have no special effects.;104;B
C656;Divine Platinum Milk Cartons;Divine Milk Cartons that are seemingly made of Platinum. They radiate Divine energy and their effects are unknown though one might surmise them from its name.;23;A
C657;Magical Ruby Sigils of Fulfilling;Magical Sigils that are seemingly made of Ruby. They radiate Magical energy and when used/consumed will have the effect of Fulfilling. Very rare!;5;S
C658;Corrupted Emerald Juices;Corrupted Juices that are seemingly made of Emerald. They radiate Corrupted energy and their effects are unknown though one might surmise them from its name.;12;A
C659;Jade Pears;Pears that seem to be made of Jade. Other than that they appear to have no special effects.;68;B
C660;Explosive Topaz Sigils;Explosive Sigils that are seemingly made of Topaz. They radiate Explosive energy and their effects are unknown though one might surmise them from its name.;16;A
C661;Abyssal Sapphire Arrows of Healing;Abyssal Arrows that are seemingly made of Sapphire. They radiate Abyssal energy and when used/consumed will have the effect of Healing. Very rare!;3;S
C662;Abyssal Platinum Mushrooms;Abyssal Mushrooms that are seemingly made of Platinum. They radiate Abyssal energy and their effects are unknown though one might surmise them from its name.;18;A
C663;Dwarven Iron Pearls of Rejuvenation;Dwarven Pearls that are seemingly made of Iron. They radiate Dwarven energy and when used/consumed will have the effect of Rejuvenation. Very rare!;2;S
C664;Elven Silver Liquids of Memorization;Elven Liquids that are seemingly made of Silver. They radiate Elven energy and when used/consumed will have the effect of Memorization. Very rare!;2;S
C665;Iron Cupcakes;Cupcakes that seem to be made of Iron. Other than that they appear to have no special effects.;69;B
C666;Steel Beads;Beads that seem to be made of Steel. Other than that they appear to have no special effects.;65;B
C667;Spiritual Silver Mushrooms;Spiritual Mushrooms that are seemingly made of Silver. They radiate Spiritual energy and their effects are unknown though one might surmise them from its name.;14;A
